NNID;DATUM;OBA;NAME;AGS;ARS;RS;HOEHE;HOEHE_GER;EWZ;EWZ_GER;GEWK;GEMTEIL;VIRTUELL;GEMEINDE;VERWGEM;RECHTS;HOCH
DEBKGGND00004TZF;10.01.2018;AX_Wald;Mindelrieder Paradies;;;;;;;;;Nein;Nein;;;610413.1113739577;5341852.484348274
DEBKGGND00004TZG;10.01.2018;AX_Wald;Kellerwald;;;;;;;;;Nein;Nein;;;492783.9229849876;5448812.804046319
DEBKGGND00004TZH;10.01.2018;AX_Wald;Hundsîd;;;;;;;;;Nein;Nein;;;815523.5634073927;5387368.146508329
DEBKGGND00004TZI;10.01.2018;AX_Wald;Pfaffenstern;;;;;;;;;Nein;Nein;;;715880.293545588;5645924.825193443
DEBKGGND00004TZJ;10.01.2018;AX_Wald;Uhrbachholz;;;;;;;;;Nein;Nein;;;728842.6886447154;5325423.537939715
DEBKGGND00004TZK;10.01.2018;AX_Wald;BÅhlwald;;;;;;;;;Nein;Nein;;;566000.7756889242;5451133.722270374
DEBKGGND00004TZL;10.01.2018;AX_Wald;Fuchsgehau;;;;;;;;;Nein;Nein;;;607586.1686800774;5368966.1993013425
DEBKGGND00004TZM;10.01.2018;AX_Wald;BÅchsenholz;;;;;;;;;Nein;Nein;;;779142.5954296947;5390567.901606521
DEBKGGND00004TZN;10.01.2018;AX_Wald;Jettenberger Forst;;;;;;;;;Nein;Nein;;;786734.9886097223;5285960.988776892
DEBKGGND00004TZO;10.01.2018;AX_Wald;Schwarzhîlzl;;;;;;;;;Nein;Nein;;;682030.8285890538;5425798.677725361
DEBKGGND00004TZP;10.01.2018;AX_Wald;Kirchenlist;;;;;;;;;Nein;Nein;;;810262.4311895537;5426967.601940285
DEBKGGND00004TZQ;10.01.2018;AX_Wald;Schlei·holz;;;;;;;;;Nein;Nein;;;683197.1724356785;5478116.227245452
DEBKGGND00004TZR;10.01.2018;AX_Wald;Eckernworth;;;;;;;;;Nein;Nein;;;537822.7826833029;5857543.033544156
DEBKGGND00004TZS;10.01.2018;AX_Wald;Pîlicher Wald;;;;;;;;;Nein;Nein;;;344432.0044769882;5519518.556165294
DEBKGGND00004TZT;10.01.2018;AX_Wald;Vogelhau;;;;;;;;;Nein;Nein;;;556011.9348432581;5405034.43027782
DEBKGGND00004TZU;10.01.2018;AX_Wald;Kesselbrunn;;;;;;;;;Nein;Nein;;;387312.3568076151;5487452.569868339
DEBKGGND00004TZV;10.01.2018;AX_Wald;Trîstauer Forst-Ost;;;;;;;;;Nein;Nein;;;717669.6808388066;5565344.256056623
DEBKGGND00004TZW;10.01.2018;AX_Wald;Hochried;;;;;;;;;Nein;Nein;;;767850.443656198;5444682.61682851
DEBKGGND00004TZX;10.01.2018;AX_Wald;Friedersdorfer Heide;;;;;;;;;Nein;Nein;;;828687.7026885791;5805503.63933814
DEBKGGND00004TZY;10.01.2018;AX_Wald;Hofeholz;;;;;;;;;Nein;Nein;;;767883.9162533751;5696699.515183295
DEBKGGND00004TZZ;17.04.2020;AX_Wald;Spreetaler Heide;;;;;;;;;Nein;Nein;;;875756.1231112112;5723573.597129759
DEBKGGND00004U00;10.01.2018;AX_Wald;Wurmdegenwald;;;;;;;;;Nein;Nein;;;628060.0585474066;5283782.236876827
DEBKGGND00004U01;10.01.2018;AX_Wald;Kautau;;;;;;;;;Nein;Nein;;;589779.3995929132;5481804.71340658
DEBKGGND00004U02;10.01.2018;AX_Wald;Zwîlfgehren;;;;;;;;;Nein;Nein;;;556376.4904393723;5714043.343818216
DEBKGGND00004U03;10.01.2018;AX_Wald;Berndliswald;;;;;;;;;Nein;Nein;;;531357.4265610586;5468536.349580402
DEBKGGND00004U04;10.01.2018;AX_Wald;Der MÅrel;;;;;;;;;Nein;Nein;;;333392.4387407749;5593458.507876076
DEBKGGND00004U05;17.04.2020;AX_Wald;Oelzschauer Holz;;;;;;;;;Nein;Nein;;;744847.6138992836;5681557.87715998
DEBKGGND00004U06;10.01.2018;AX_Wald;FriedWald MÅnsterland;;;;;;;;;Nein;Nein;;;429855.06072197435;5753146.778797624
DEBKGGND00004U07;10.01.2018;AX_Wald;Birkenloheholz;;;;;;;;;Nein;Nein;;;714250.759368885;5503560.581727868
DEBKGGND00004U08;10.01.2018;AX_Wald;Buscher Holz;;;;;;;;;Nein;Nein;;;462063.91767611896;5712076.084580823
DEBKGGND00004U09;10.01.2018;AX_Wald;Eichenbusch;;;;;;;;;Nein;Nein;;;335080.2525179258;5576813.159381382
DEBKGGND00004U0A;10.01.2018;AX_Wald;Feilen;;;;;;;;;Nein;Nein;;;814336.1845367426;5381932.030314433
DEBKGGND00004U0B;10.01.2018;AX_Wald;Senkenschlagholz;;;;;;;;;Nein;Nein;;;671847.4189076034;5364356.936948383
DEBKGGND00004U0C;11.11.2019;AX_Wald;Burgwald;;;;;;;;;Nein;Nein;;;614955.2214402055;5305724.402718079
DEBKGGND00004U0D;10.01.2018;AX_Wald;Hildesheimer Wald;;;;;;;;;Nein;Nein;;;559330.4225024431;5772305.917748117
DEBKGGND00004U0E;10.01.2018;AX_Wald;Seebacher Holz;;;;;;;;;Nein;Nein;;;601799.9682023583;5360127.112345498
DEBKGGND00004U0F;10.01.2018;AX_Wald;SchÅchenholz;;;;;;;;;Nein;Nein;;;746609.164595858;5424150.0974286795
DEBKGGND00004U0G;10.01.2018;AX_Wald;HÅlsebusch;;;;;;;;;Nein;Nein;;;337536.6349914917;5749768.570978907
DEBKGGND00004U0H;10.01.2018;AX_Wald;Brîhn;;;;;;;;;Nein;Nein;;;571945.9956832724;5860106.13139021
DEBKGGND00004U0I;10.01.2018;AX_Wald;Gereuter;;;;;;;;;Nein;Nein;;;751191.3467282433;5337681.497309737
DEBKGGND00004U0J;10.01.2018;AX_Wald;Pelzwald;;;;;;;;;Nein;Nein;;;404161.0066208945;5499045.605232862
DEBKGGND00004U0K;10.01.2018;AX_Wald;Staatsforst Saarlouis;;;;;;;;;Nein;Nein;;;343136.792618684;5466010.093601872
DEBKGGND00004U0L;10.01.2018;AX_Wald;MÅhlwald;;;;;;;;;Nein;Nein;;;483748.1595099948;5441427.074369232
DEBKGGND00004U0M;10.01.2018;AX_Wald;Bornsdorfer Wald;;;;;;;;;Nein;Nein;;;821341.9002019251;5746542.295522478
DEBKGGND00004U0N;10.01.2018;AX_Wald;Frankweiler Wald;;;;;;;;;Nein;Nein;;;393737.1875722719;5551140.134523341
DEBKGGND00004U0O;10.01.2018;AX_Wald;Rîmerstich;;;;;;;;;Nein;Nein;;;399122.2599352795;5521290.212254595
DEBKGGND00004U0P;10.01.2018;AX_Wald;Schlatt;;;;;;;;;Nein;Nein;;;534624.9001397373;5317587.1315902155
DEBKGGND00004U0Q;10.01.2018;AX_Wald;Munzeler Mark;;;;;;;;;Nein;Nein;;;530300.0608233338;5799783.937743048
DEBKGGND00004U0R;10.01.2018;AX_Wald;Zaunwiesenholz;;;;;;;;;Nein;Nein;;;564367.9566229883;5784895.557594532
DEBKGGND00004U0S;10.01.2018;AX_Wald;HitzbÅsch;;;;;;;;;Nein;Nein;;;352565.2336604033;5562407.2873751735
DEBKGGND00004U0T;10.01.2018;AX_Wald;Wahnbeker BÅsche;;;;;;;;;Nein;Nein;;;450504.8976243241;5894310.967019048
DEBKGGND00004U0U;10.01.2018;AX_Wald;Kortenbach;;;;;;;;;Nein;Nein;;;495749.46958873165;5543830.159248975
DEBKGGND00004U0V;10.01.2018;AX_Wald;Heister;;;;;;;;;Nein;Nein;;;569038.9939397793;5807675.3636334855
DEBKGGND00004U0W;10.01.2018;AX_Wald;Forst Steinkart;;;;;;;;;Nein;Nein;;;809884.716052288;5379666.606061191
DEBKGGND00004U0X;10.01.2018;AX_Wald;BubÅsch;;;;;;;;;Nein;Nein;;;316798.418758738;5501615.753212723
DEBKGGND00004U0Y;10.01.2018;AX_Wald;Reimershorst;;;;;;;;;Nein;Nein;;;832667.6901597935;5995008.916010098
DEBKGGND00004U0Z;10.01.2018;AX_Wald;Pfuhlholz;;;;;;;;;Nein;Nein;;;665635.5887915262;5715876.469467352
DEBKGGND00004U10;10.01.2018;AX_Wald;Bertinger Wald;;;;;;;;;Nein;Nein;;;691713.5969317688;5804974.717049107
DEBKGGND00004U11;10.01.2018;AX_Wald;Pfabenholz;;;;;;;;;Nein;Nein;;;742564.6063069795;5326684.132788489
DEBKGGND00004U12;10.01.2018;AX_Wald;Ermoldsholz;;;;;;;;;Nein;Nein;;;664016.5973995153;5418647.982799689
DEBKGGND00004U13;10.01.2018;AX_Wald;Bardenitzer Heide;;;;;;;;;Nein;Nein;;;768908.6553263748;5775464.666509944
DEBKGGND00004U14;10.01.2018;AX_Wald;Kobelholz;;;;;;;;;Nein;Nein;;;758180.8081150808;5399742.300368227
DEBKGGND00004U15;10.01.2018;AX_Wald;Nutenholz;;;;;;;;;Nein;Nein;;;671121.3273755622;5630703.064365416
DEBKGGND00004U16;10.01.2018;AX_Wald;FÅrstenloh;;;;;;;;;Nein;Nein;;;624294.4018743016;5461005.902733926
DEBKGGND00004U17;10.01.2018;AX_Wald;Schmetzdorfer Heide;;;;;;;;;Nein;Nein;;;715401.7721866178;5828273.513556517
DEBKGGND00004U18;10.01.2018;AX_Wald;ôdhofholz;;;;;;;;;Nein;Nein;;;749075.7396867962;5500434.259357518
DEBKGGND00004U19;10.01.2018;AX_Wald;Im Teichholz;;;;;;;;;Nein;Nein;;;713355.0914332744;5641933.76579311
DEBKGGND00004U1A;10.01.2018;AX_Wald;Geiteler Holz;;;;;;;;;Nein;Nein;;;601308.2910837231;5786277.6504157735
DEBKGGND00004U1B;10.01.2018;AX_Wald;Glonner Holz;;;;;;;;;Nein;Nein;;;676165.2741996084;5361135.515923216
DEBKGGND00004U1C;10.01.2018;AX_Wald;Kuhloch;;;;;;;;;Nein;Nein;;;637263.5605822939;5446977.24163475
DEBKGGND00004U1D;10.01.2018;AX_Wald;Sachsenhamer Holz;;;;;;;;;Nein;Nein;;;805954.9435427147;5381872.277389392
DEBKGGND00004U1E;10.01.2018;AX_Wald;Kimmlinger Wald;;;;;;;;;Nein;Nein;;;327533.59678956616;5521654.6598997945
DEBKGGND00004U1F;10.01.2018;AX_Wald;WellbÅsch;;;;;;;;;Nein;Nein;;;322012.0276373037;5526309.046447987
DEBKGGND00004U1G;10.01.2018;AX_Wald;Hanselbauerholz;;;;;;;;;Nein;Nein;;;744959.3399652482;5445553.1991324555
DEBKGGND00004U1H;17.04.2020;AX_Wald;Geheg;;;;;;;;;Nein;Nein;;;637011.0457668409;5549035.314131484
DEBKGGND00004U1I;10.01.2018;AX_Wald;Gemeindeheide;;;;;;;;;Nein;Nein;;;753728.0709931351;5778575.514769589
DEBKGGND00004U1J;10.01.2018;AX_Wald;Englischer Wald;;;;;;;;;Nein;Nein;;;648554.4772971859;5302621.634875945
DEBKGGND00004U1K;10.01.2018;AX_Wald;Oberndorfer Gemeindeholz;;;;;;;;;Nein;Nein;;;721561.8566841261;5422293.852239233
DEBKGGND00004U1L;10.01.2018;AX_Wald;First;;;;;;;;;Nein;Nein;;;764775.2574574288;5364481.73037569
DEBKGGND00004U1M;10.01.2018;AX_Wald;Abdeckerfilze;;;;;;;;;Nein;Nein;;;731981.8122086095;5294353.27136705
DEBKGGND00004U1N;10.01.2018;AX_Wald;Weng;;;;;;;;;Nein;Nein;;;669409.9676418072;5373488.027896824
DEBKGGND00004U1O;10.01.2018;AX_Wald;Staatsforst Wasgau;;;;;;;;;Nein;Nein;;;413236.383668254;5442958.483958815
DEBKGGND00004U1P;10.01.2018;AX_Wald;Erlenborn;;;;;;;;;Nein;Nein;;;407363.6937772968;5565834.890828998
DEBKGGND00004U1Q;10.01.2018;AX_Wald;von Pawelsches Holz;;;;;;;;;Nein;Nein;;;599589.1925816791;5793065.626889916
DEBKGGND00004U1R;10.01.2018;AX_Wald;Boll;;;;;;;;;Nein;Nein;;;465480.1991222425;5334261.50368988
DEBKGGND00004U1S;10.01.2018;AX_Wald;SchlÑgerlohe;;;;;;;;;Nein;Nein;;;664585.6791973377;5369488.576489201
DEBKGGND00004U1T;10.01.2018;AX_Wald;Winterleitenholz;;;;;;;;;Nein;Nein;;;674475.1542762428;5470066.650261647
DEBKGGND00004U1U;10.01.2018;AX_Wald;Achtzehner;;;;;;;;;Nein;Nein;;;697746.9895645548;5321133.030086347
DEBKGGND00004U1V;10.01.2018;AX_Wald;Staatsforst Herrenholz;;;;;;;;;Nein;Nein;;;456904.58792268403;5849122.948373421
DEBKGGND00004U1W;10.01.2018;AX_Wald;Dockweiler Wald;;;;;;;;;Nein;Nein;;;343598.17298179865;5567732.355733668
DEBKGGND00004U1X;10.01.2018;AX_Wald;Wirtsholz;;;;;;;;;Nein;Nein;;;744629.438223168;5448666.772069403
DEBKGGND00004U1Y;10.01.2018;AX_Wald;Oderhauswald;;;;;;;;;Nein;Nein;;;618719.2894234686;5274257.623402353
DEBKGGND00004U1Z;10.01.2018;AX_Wald;Enscher Wald;;;;;;;;;Nein;Nein;;;343163.3674089671;5520958.082185223
DEBKGGND00004U20;10.01.2018;AX_Wald;Kaiserholz;;;;;;;;;Nein;Nein;;;727547.6871954419;5518273.914904101
DEBKGGND00004U21;10.01.2018;AX_Wald;Leopoldswald;;;;;;;;;Nein;Nein;;;511084.5329942304;5309376.319670559
DEBKGGND00004U22;10.01.2018;AX_Wald;Ebnetholz;;;;;;;;;Nein;Nein;;;555643.0076743085;5273526.333569498
DEBKGGND00004U23;10.01.2018;AX_Wald;Zellwald;;;;;;;;;Nein;Nein;;;799402.9753557339;5661156.109729635
DEBKGGND00004U24;10.01.2018;AX_Wald;Naundorfer Morl;;;;;;;;;Nein;Nein;;;771141.5651590277;5760514.107514873
DEBKGGND00004U25;10.01.2018;AX_Wald;Steinreut;;;;;;;;;Nein;Nein;;;810995.6414609298;5406793.687741155
DEBKGGND00004U26;10.01.2018;AX_Wald;GrÅte;;;;;;;;;Nein;Nein;;;597559.1699431087;5769234.472669915
DEBKGGND00004U27;10.01.2018;AX_Wald;Hotzenberg;;;;;;;;;Nein;Nein;;;620602.9089028246;5686584.1619256465
DEBKGGND00004U28;10.01.2018;AX_Wald;Schleugwald;;;;;;;;;Nein;Nein;;;346072.60349600925;5492746.900798007
DEBKGGND00004U29;10.01.2018;AX_Wald;Lochertshau;;;;;;;;;Nein;Nein;;;626360.4662901543;5397281.313592176
DEBKGGND00004U2A;10.01.2018;AX_Wald;Martinsbrunn;;;;;;;;;Nein;Nein;;;766342.6981095531;5373567.724449864
DEBKGGND00004U2B;10.01.2018;AX_Wald;Ruck;;;;;;;;;Nein;Nein;;;457132.09222528676;5286728.663179608
DEBKGGND00004U2C;10.01.2018;AX_Wald;Hîllenwald;;;;;;;;;Nein;Nein;;;351653.2704249101;5493764.4546983
DEBKGGND00004U2D;10.01.2018;AX_Wald;Hohlîchle;;;;;;;;;Nein;Nein;;;589524.9136380962;5445131.04896894
DEBKGGND00004U2E;10.01.2018;AX_Wald;Lamenschlag;;;;;;;;;Nein;Nein;;;601340.4235278877;5502868.054739396
DEBKGGND00004U2F;10.01.2018;AX_Wald;Vogelfichte;;;;;;;;;Nein;Nein;;;731454.6688001375;5640609.639683922
DEBKGGND00004U2G;10.01.2018;AX_Wald;Gohlocher Wald;;;;;;;;;Nein;Nein;;;348113.62246766343;5471128.273609594
DEBKGGND00004U2H;10.01.2018;AX_Wald;Gebeseer Holz;;;;;;;;;Nein;Nein;;;625707.1134287498;5657260.062329021
DEBKGGND00004U2I;10.01.2018;AX_Wald;Kirchberger Stadtwald;;;;;;;;;Nein;Nein;;;384672.63133229234;5536027.127626322
DEBKGGND00004U2J;10.01.2018;AX_Wald;Geschwandholz;;;;;;;;;Nein;Nein;;;716095.8833857884;5389891.807442064
DEBKGGND00004U2K;10.01.2018;AX_Wald;Eilenriede;;;;;;;;;Nein;Nein;;;553287.8819094655;5803176.672649496
DEBKGGND00004U2L;10.01.2018;AX_Wald;Schlie·kirchholz;;;;;;;;;Nein;Nein;;;704674.1215656888;5381175.548673941
DEBKGGND00004U2M;10.01.2018;AX_Wald;BÑrenbusch;;;;;;;;;Nein;Nein;;;444843.0264758154;5451793.674870845
DEBKGGND00004U2N;10.01.2018;AX_Wald;Ostritzer Stadtwald;;;;;;;;;Nein;Nein;;;913453.7249079132;5668353.772826842
DEBKGGND00004U2O;10.01.2018;AX_Wald;Debertshecke;;;;;;;;;Nein;Nein;;;312853.16185967077;5560162.643395598
DEBKGGND00004U2P;10.01.2018;AX_Wald;Wiechholz;;;;;;;;;Nein;Nein;;;410659.5288395057;5811307.653899512
DEBKGGND00004U2Q;10.01.2018;AX_Wald;Kienhîlzer;;;;;;;;;Nein;Nein;;;754446.6114972024;5781160.853177314
DEBKGGND00004U2R;10.01.2018;AX_Wald;Hauserloh;;;;;;;;;Nein;Nein;;;667775.8848740859;5435760.898346948
DEBKGGND00004U2S;10.01.2018;AX_Wald;Pfannenwald;;;;;;;;;Nein;Nein;;;478990.29462305247;5445504.71465335
DEBKGGND00004U2T;10.01.2018;AX_Wald;Einfang-West;;;;;;;;;Nein;Nein;;;605726.4550356953;5424149.385124039
DEBKGGND00004U2U;10.01.2018;AX_Wald;Kiebusch;;;;;;;;;Nein;Nein;;;334273.1381486686;5603315.511826384
DEBKGGND00004U2V;10.01.2018;AX_Wald;Wegehîpen;;;;;;;;;Nein;Nein;;;482059.5087412407;5842167.22982253
DEBKGGND00004U2W;10.01.2018;AX_Wald;Roggdener Hart;;;;;;;;;Nein;Nein;;;622944.361350643;5375738.455821286
DEBKGGND00004U2X;10.01.2018;AX_Wald;Kîchinger Holz;;;;;;;;;Nein;Nein;;;797189.7470598682;5384933.548461173
DEBKGGND00004U2Y;10.01.2018;AX_Wald;Buchhalde;;;;;;;;;Nein;Nein;;;464051.4228376838;5364119.304454364
DEBKGGND00004U2Z;10.01.2018;AX_Wald;Tettnanger Wald;;;;;;;;;Nein;Nein;;;545266.6507069848;5276271.390060363
DEBKGGND00004U30;10.01.2018;AX_Wald;Arlenholz;;;;;;;;;Nein;Nein;;;548173.5587418549;5281905.749950228
DEBKGGND00004U31;10.01.2018;AX_Wald;Lateswald;;;;;;;;;Nein;Nein;;;312348.3050266;5489188.280142717
DEBKGGND00004U32;10.01.2018;AX_Wald;Hohenpriessnitzer Wald;;;;;;;;;Nein;Nein;;;753133.8761256922;5717680.285407075
DEBKGGND00004U33;10.01.2018;AX_Wald;Gadheimer Wald;;;;;;;;;Nein;Nein;;;564069.0714918829;5522244.601379978
DEBKGGND00004U34;10.01.2018;AX_Wald;Hagrainer Holz;;;;;;;;;Nein;Nein;;;735119.6101814255;5380002.452972671
DEBKGGND00004U35;10.01.2018;AX_Wald;GhÑuholz;;;;;;;;;Nein;Nein;;;567825.2132629792;5479984.692655809
DEBKGGND00004U36;10.01.2018;AX_Wald;Stadtweiherwald;;;;;;;;;Nein;Nein;;;587603.6959319157;5313849.932445777
DEBKGGND00004U37;10.01.2018;AX_Wald;Beerbuck;;;;;;;;;Nein;Nein;;;601455.737605986;5425859.074760435
DEBKGGND00004U38;10.01.2018;AX_Wald;Waselholz;;;;;;;;;Nein;Nein;;;784610.9813326387;5368516.534512997
DEBKGGND00004U39;10.01.2018;AX_Wald;Erlenwald;;;;;;;;;Nein;Nein;;;490221.1891590845;5287528.103619316
DEBKGGND00004U3A;10.01.2018;AX_Wald;GrÑnigk;;;;;;;;;Nein;Nein;;;765697.3696560554;5726689.319109234
DEBKGGND00004U3B;10.01.2018;AX_Wald;Eppenfeld;;;;;;;;;Nein;Nein;;;574500.6720914054;5315156.191872038
DEBKGGND00004U3C;10.01.2018;AX_Wald;Lindle;;;;;;;;;Nein;Nein;;;607296.017456383;5407924.228800106
DEBKGGND00004U3D;10.01.2018;AX_Wald;Feldkirchner Forst;;;;;;;;;Nein;Nein;;;762508.9635518013;5328174.033483392
DEBKGGND00004U3E;10.01.2018;AX_Wald;Borner Holz;;;;;;;;;Nein;Nein;;;740442.1196776492;5777387.01740961
DEBKGGND00004U3F;10.01.2018;AX_Wald;Rohnaer Hîlzer;;;;;;;;;Nein;Nein;;;838759.769183235;5699242.671169909
DEBKGGND00004U3G;10.01.2018;AX_Wald;Lîhren;;;;;;;;;Nein;Nein;;;484859.0589519002;5439525.13343178
DEBKGGND00004U3H;10.01.2018;AX_Wald;Kohlengrubenwald;;;;;;;;;Nein;Nein;;;370790.11951621337;5469019.949489254
DEBKGGND00004U3I;10.01.2018;AX_Wald;Stadtwald Wendel;;;;;;;;;Nein;Nein;;;364738.44626180176;5476679.63921659
DEBKGGND00004U3J;10.01.2018;AX_Wald;Bremfleck;;;;;;;;;Nein;Nein;;;731775.232766153;5501698.155997073
DEBKGGND00004U3K;11.11.2019;AX_Wald;Kohlschlag;;;;;;;;;Nein;Nein;;;728682.1546389238;5500123.344290806
DEBKGGND00004U3L;10.01.2018;AX_Wald;Brucker Forst;;;;;;;;;Nein;Nein;;;666762.2482629134;5397550.933176951
DEBKGGND00004U3M;11.11.2019;AX_Wald;Staatsforst Neuenburg;;;;;;;;;Nein;Nein;;;438216.1533125551;5898426.876823109
DEBKGGND00004U3N;10.01.2018;AX_Wald;Katzenhofer Holz;;;;;;;;;Nein;Nein;;;750154.017539464;5488366.973556005
DEBKGGND00004U3O;10.01.2018;AX_Wald;Horstkamp;;;;;;;;;Nein;Nein;;;595623.4803181933;5829478.888851625
DEBKGGND00004U3P;10.01.2018;AX_Wald;Burkhardshauser Wald;;;;;;;;;Nein;Nein;;;523408.4856212827;5319117.771441621
DEBKGGND00004U3Q;10.01.2018;AX_Wald;Neue Heeg;;;;;;;;;Nein;Nein;;;621163.7268781904;5741252.381337977
DEBKGGND00004U3R;10.01.2018;AX_Wald;Haueisen;;;;;;;;;Nein;Nein;;;693051.7389014808;5573540.047717518
DEBKGGND00004U3S;10.01.2018;AX_Wald;Weddeler Wald;;;;;;;;;Nein;Nein;;;613961.8243962389;5792252.777058269
DEBKGGND00004U3T;10.01.2018;AX_Wald;Altlînnewitzer Gutsforst;;;;;;;;;Nein;Nein;;;790933.0661552832;5720138.880534073
DEBKGGND00004U3U;10.01.2018;AX_Wald;Wegberger Busch;;;;;;;;;Nein;Nein;;;306810.52528784506;5670165.188975642
DEBKGGND00004U3V;10.01.2018;AX_Wald;Ricklinger Holz;;;;;;;;;Nein;Nein;;;549728.4704410159;5798196.670492929
DEBKGGND00004U3W;10.01.2018;AX_Wald;Eisdorfer Wald;;;;;;;;;Nein;Nein;;;578761.5396215917;5736035.158962066
DEBKGGND00004U3X;10.01.2018;AX_Wald;Weyerer Wald;;;;;;;;;Nein;Nein;;;410756.5786944656;5561449.443636271
DEBKGGND00004U3Y;10.01.2018;AX_Wald;Halmholz;;;;;;;;;Nein;Nein;;;765776.9328544168;5377918.306186629
DEBKGGND00004U3Z;10.01.2018;AX_Wald;Nalbacher Wald;;;;;;;;;Nein;Nein;;;339046.14635155676;5474455.846388497
DEBKGGND00004U40;10.01.2018;AX_Wald;Silzwald;;;;;;;;;Nein;Nein;;;362939.61307871144;5488147.873480726
DEBKGGND00004U41;10.01.2018;AX_Wald;Gro·er Nonnenwald;;;;;;;;;Nein;Nein;;;908653.7985048604;5675224.889876846
DEBKGGND00004U42;10.01.2018;AX_Wald;Mehmker Holz;;;;;;;;;Nein;Nein;;;633443.7668716757;5845484.087239697
DEBKGGND00004U43;10.01.2018;AX_Wald;Hinteres Hainaer Holz;;;;;;;;;Nein;Nein;;;604891.1569620866;5649168.4446766
DEBKGGND00004U44;10.01.2018;AX_Wald;Menninger Letten;;;;;;;;;Nein;Nein;;;690434.7667026687;5405433.150838419
DEBKGGND00004U45;10.01.2018;AX_Wald;Laerholz;;;;;;;;;Nein;Nein;;;379292.6085056019;5701792.889779947
DEBKGGND00004U46;10.01.2018;AX_Wald;Unterer Forst;;;;;;;;;Nein;Nein;;;571082.380590006;5370070.668306822
DEBKGGND00004U47;10.01.2018;AX_Wald;Schleierwald;;;;;;;;;Nein;Nein;;;351514.43803970853;5490589.24798154
DEBKGGND00004U48;10.01.2018;AX_Wald;Heckenholz;;;;;;;;;Nein;Nein;;;670546.4486661009;5381671.959537452
DEBKGGND00004U49;10.01.2018;AX_Wald;Birkwald;;;;;;;;;Nein;Nein;;;335829.468148852;5483041.102131987
DEBKGGND00004U4A;10.01.2018;AX_Wald;Pfaffenroth;;;;;;;;;Nein;Nein;;;606773.7939165828;5426553.649906224
DEBKGGND00004U4B;10.01.2018;AX_Wald;Hohenwepeler Wald;;;;;;;;;Nein;Nein;;;507819.7690141151;5709374.7348912535
DEBKGGND00004U4C;10.01.2018;AX_Wald;Heiden;;;;;;;;;Nein;Nein;;;502967.15396220173;5309545.501917299
DEBKGGND00004U4D;10.01.2018;AX_Wald;Sparrenmoos;;;;;;;;;Nein;Nein;;;590727.983041002;5299972.342235114
DEBKGGND00004U4F;10.01.2018;AX_Wald;Schauenforst;;;;;;;;;Nein;Nein;;;672019.6432638108;5629320.02572225
DEBKGGND00004U4G;10.01.2018;AX_Wald;Riederinger Wald;;;;;;;;;Nein;Nein;;;742196.3525945847;5302047.568822363
DEBKGGND00004U4H;10.01.2018;AX_Wald;ImHolzer Wald;;;;;;;;;Nein;Nein;;;351424.40182145836;5590705.705861557
DEBKGGND00004U4I;10.01.2018;AX_Wald;Steinerner Mann;;;;;;;;;Nein;Nein;;;372136.9950818399;5471250.072018179
DEBKGGND00004U4J;10.01.2018;AX_Wald;Schillingsbusch;;;;;;;;;Nein;Nein;;;729111.2172912753;5741637.347071374
DEBKGGND00004U4K;10.01.2018;AX_Wald;Hagnerholz;;;;;;;;;Nein;Nein;;;685108.9742568008;5453542.789185042
DEBKGGND00004U4L;10.01.2018;AX_Wald;Klampern;;;;;;;;;Nein;Nein;;;500059.30548553733;5823281.8462247485
DEBKGGND00004U4M;10.01.2018;AX_Wald;Woltersdorfer Heide;;;;;;;;;Nein;Nein;;;727407.9364861611;5810637.316165792
DEBKGGND00004U4N;10.01.2018;AX_Wald;Steichlingswald;;;;;;;;;Nein;Nein;;;369397.96684186213;5469421.28369024
DEBKGGND00004U4O;10.01.2018;AX_Wald;Rheingrafenheck;;;;;;;;;Nein;Nein;;;401522.3425969941;5491238.554372474
DEBKGGND00004U4P;10.01.2018;AX_Wald;Rainerholz;;;;;;;;;Nein;Nein;;;687671.432979386;5295979.753771528
DEBKGGND00004U4Q;10.01.2018;AX_Wald;Staatsforst Hasbruch;;;;;;;;;Nein;Nein;;;473895.64564891707;5864641.948088435
DEBKGGND00004U4R;10.01.2018;AX_Wald;Ottenheimer Wald;;;;;;;;;Nein;Nein;;;410403.4208968669;5360363.13448462
DEBKGGND00004U4S;10.01.2018;AX_Wald;Stubenbergholz;;;;;;;;;Nein;Nein;;;770013.5934070135;5384445.034889915
DEBKGGND00004U4T;10.01.2018;AX_Wald;Berger Holz;;;;;;;;;Nein;Nein;;;676614.5408658716;5315817.467698482
DEBKGGND00004U4U;10.01.2018;AX_Wald;Radelander Heide;;;;;;;;;Nein;Nein;;;814150.7231931649;5778885.4092544
DEBKGGND00004U4V;10.01.2018;AX_Wald;Oberrengersdorfer Forst;;;;;;;;;Nein;Nein;;;909501.824819054;5689628.823076236
DEBKGGND00004U4W;10.01.2018;AX_Wald;Behlendorfer Wald;;;;;;;;;Nein;Nein;;;855487.8929502915;5827204.309693003
DEBKGGND00004U4X;10.01.2018;AX_Wald;FriedWald Mîhnesee;;;;;;;;;Nein;Nein;;;436594.0035766433;5702896.442356417
DEBKGGND00004U4Y;10.01.2018;AX_Wald;Eichenwald;;;;;;;;;Nein;Nein;;;560519.5096990038;5484361.941980875
