Schweinfurt Hbf;1919.16;2719.398
Schweikershain;3821.922;3900.617
Schweighofen;318.3105;1602.148
Schweich DB;-574.0376;2510.113
Schwedt-Heinersdorf;4533.413;6225.297
Schwedt (Oder) West;4571.76;6218.188
Schwedt (Oder) Mitte;4580.428;6214.492
Schwedt (Oder);4592.924;6209.828
Schwarzkollm;4616.271;4402.23
Schwarzheide Ost;4444.582;4424.66
Schwarzheide BASF GmbH;4427.101;4426.805
Schwarzerden;-186.3577;2167.547
Schwarzenpfost;3190.089;7381.668
Schwarzenfeld (Oberpf);3320.321;2043.617
Schwarzenberg-Neuwelt;3716.682;3356.004
Schwarzenberg (Erzgeb);3731.781;3346.719
Schwarzenbek;2033.805;6579.617
Schwarzenbach (Saale);3142.858;2957.719
Schwarzenbach (bei Pressath);3205.474;2409.543
Schwarzenbach;-381.2151;2247.949
Schwarzburg;2591.447;3410.035
Schwarzbach (bei Ruhland);4474.608;4407.254
Schwarzach (Baden);347.333;1281.078
Schwarmstedt;1471.323;5653.082
Schwante;3813.204;5790.32
Schwanheide;2172.327;6497.547
Schwaneberg (Uckermark);4442.21;6491.422
Schwandorf;3303.701;1970.199
Schwalmstadt-Wiera;1141.386;3650.875
Schwallungen;2000.02;3447.66
Schwalbach am Taunus (Limes) Nord;716.1938;2851.039
Schwalbach am Taunus (Limes);711.1855;2845.445
Schwaikheim;1309.483;1414.969
Schwaigern West;1079.825;1715.18
Schwaigern Ost;1099.854;1717.309
Schwaigern (Württ);1090.117;1714.641
Schwaigen;3698.861;1250.957
Schwaig;2643.936;2107.832
Schwadorf;-421.3682;3585.152
Schwackenreute;1090.503;358.125
Schwabsberg;1883.684;1482.914
Schwabmünchen;2363.89;662.7891
Schwäbisch Hall-Hessental;1608.315;1669.539
Schwäbisch Hall;1584.957;1683.199
Schwäbisch Gmünd;1625.288;1341.953
Schwabhausen (bei Dachau);2802.442;809.2227
Schwabach-Limbach;2534.871;1958.18
Schwabach;2527.849;1943.875
Schwaan;3095.967;7100.078
Schutzbach;273.9829;3522.289
Schüttorf;-163.1299;5264.039
Schüptitz;3187.337;3520.02
Schulzendorf (bei Freienwalde);4476.957;5763.535
Schülldorf;1535.082;7455.844
Schrozberg;1755.965;1950.695
Schrobenhausen;2716.229;1102.719
Schriesheim Zentgrafenstraße;801.8672;2093.34
Schriesheim Süd;806.5327;2074.289
Schriesheim;803.5396;2086.914
Schrezheim;1867.528;1511.742
Schraplau;2900.685;4307.5
Schötmar;881.3149;4973.465
Schortens-Heidmühle;351.2534;6616.82
Schorndorf-Hammerschlag;1441.405;1348.141
Schorndorf;1435.544;1347.73
Schöppenstedt;2261.053;5067.82
Schopp;95.18555;1968.074
Schopfloch (Mittelfr);1994.354;1702.957
Schopfloch (bei Freudenstadt);714.2495;954.5039
Schopfheim-Schlattholz;172.4854;70.14844
Schopfheim West;149.3882;61.9375
Schopfheim;163.7866;63.71484
Schönwalde (Spreewald);4327.046;4995.52
Schönwalde (Barnim);4044.688;5745.93
Schönwald (Oberfr);3259.051;2939.738
Schonungen;1983.395;2734.672
Schönstedt;2159.494;3929.949
Schönow (Uckermark);4492.476;6338.938
Schönkirchen;1848.217;7498.469
Schöningen;2401.166;5064.609
Schönheide Süd;3542.613;3259.609
Schönheide Mitte;3545.198;3294.672
Schönhauser Damm;3171.095;5599.219
Schönhausen HGV;3107.266;5597.074
Schönhausen (Elbe);3108.86;5596.969
Schöngeising;2679.443;636.0469
Schongau;2473.255;257.7773
Schönfließ Dorf;4767.185;5523.664
Schönfließ;3984.381;5724.273
Schönfeld-Wiesa;3879.357;3422.648
Schönewörde;2155.397;5607.465
Schönermark (Kr Angermünde);4419.306;6246.254
Schönerlinde;4044.423;5712.875
Schöneicher Plan;4132.683;5263.492
Schönefeld (Kr Luckenwalde);4011.859;5076.93
Schöneck-Oberdorfelden;923.3423;2890.57
Schöneck-Kilianstädten;935.2573;2896.059
Schöneck-Büdesheim;937.5054;2910.902
Schöneck (Vogtl) Ferienpark;3428.117;3158.953
Schöneck (Vogtl);3425.146;3165.797
Schönebeck-Frohse;2906.132;4968.66
Schönebeck-Felgeleben;2942.511;4932.078
Schönebeck-Salzelmen;2917.805;4928.469
Schönebeck (Elbe) Süd;2929.291;4941.293
Schönebeck (Elbe) Gbf;2917.862;4958.363
Schönebeck (Elbe);2924.388;4952.695
Schondorf (Bay);2606.218;528.8086
Schönborn (bei Doberlug);4142.444;4548.297
Schönberger Strand;1965.259;7586.59
Schönberg (Vogtl);3147.495;3301.891
Schönberg (Meckl);2316.914;6975.57
Schönberg (Mark);3722.419;6010.141
Schönberg (Holst);1942.628;7560.969
Schönau (Hörsel);2054.37;3732.375
Schöna;4730.522;3777.125
Schömberg Stausee;880.6626;683.7734
Schömberg (bei Balingen);869.1484;677.4805
Schöllkrippen;1222.879;2766.953
Schoden-Ockfen;-697.1975;2295.344
Schnitzmühle;3908.925;1712.379
Schney;2529.736;2877.988
Schneverdingen;1583.963;6133.992
Schnelldorf;1907.991;1783.105
Schneidlingen;2732.463;4812.078
Schneidhain;657.936;2866.266
Schnega;2322.682;5878.648
Schneeberg im Odenwald;1230.613;2274.059
Schneeberg (Mark);4694.082;5213.355
Schnaudertal;3379.386;3896.563
Schnaittenbach;3215.212;2209.555
Schnaittach Markt;2745.249;2206.383
Schnabelwaid;2916.221;2493.172
Schmon;2827.625;4200.859
Schmölln (Uckermark);4436.355;6472.59
Schmölln (Thür);3408.068;3724.707
Schmölln (Oberlausitz);4706.515;4047.414
Schmollensee;4375.837;7222.434
Schmirchau Gbf;3288.049;3664.93
Schmilka-Hirschmühle;4724.663;3791.34
Schmiedefeld am Rennsteig;2334.954;3360.883
Schmiedefeld (bei Probstzella);2625.618;3286.48
Schmiedeberg-Naundorf;4334.97;3713.133
Schmiedeberg (Bz Dresden);4341.835;3704.094
Schmiechen Albbahn;1581.359;857.4219
Schmiechen (Schwab);2518.732;704.3438
Schmiechen;1581.898;852.9492
Schmidtheim;-690.4761;3160.141
Schmehausen;339.9854;4546.879
Schmalzgrube;3976.083;3344.297
Schmalnau;1608.715;3182.344
Schmalkalden-Fachhochschule;2082.1;3479.188
Schmalkalden;2065.235;3483.18
Schmachtenhagen;3974.552;5846.309
Schlüsselfeld;2214.924;2417.5
Schlüchtern;1411.722;3052.617
Schluchsee;432.0986;247.4102
Schlössel;3957.105;3328.934
Schloß Rüppurr;611.9956;1541.043
Schloß Neuhaus Hp;855.8633;4616.742
Schloß Holte;782.4194;4793.035
Schliersee;3193.25;194.4531
Schlierbach (Kr Schwalm-Eder);1191.097;3752.25
Schliengen;-23.29761;193.8203
Schlieben;4072.424;4685.641
Schlewecke (Nette);1818.42;4943.82
Schleusinger Neundorf;2344.633;3294.449
Schleusingen Ost;2301.931;3258.949
Schleusingen;2283.898;3252.348
Schlettau (Erzgeb);3848.824;3364.09
Schleswig;1397.145;7678.918
Schleper;-19.06177;5689.348
Schleiz West;3038.252;3355.344
Schleiz;3043.533;3356.598
Schleißheim;2944.07;757.3398
Schleife;4884.749;4524.953
Schleiden-Oberhausen;-746.9282;3270.754
Schleiden (Eifel);-742.4082;3284.516
Schlechtbach;1434.963;1419.703
Schlatt (Hohenz.);1067.864;830.543
Schladern (Sieg);57.86304;3578.949
Schladen (Harz);2112.868;4933.484
Schkortleben;3150.945;4098.863
Schkopau;3130.74;4259.609
Schkeuditz West;3275.816;4279.391
Schkeuditz Luftfrachtumschlagbahnhof;3317.289;4287.645
Schkeuditz;3290.753;4281.027
Schirnding;3359.127;2807.867
Schirgiswalde-Kirschau;4848.656;4013.395
Schimborn;1182.735;2737.008
Schiltach Mitte;564.1641;776.1523
Schiltach;554.8716;775.4922
Schillerhöhe;3861.436;3940.668
Schildow-Mönchmühle;4010.458;5709.324
Schildow;4007.245;5696.02
Schiffweiler;-309.0959;1981.715
Schifferstadt Süd;597.6387;1977.844
Schifferstadt;588.4932;1999.805
Schierwaldenrath;-1030.128;3840.563
Schierstedt;2789.209;4650.391
Schierling;3351.492;1420.793
Schierke;2206.616;4648.719
Schierbrok;768.2666;6102.555
Schieder;1155.081;4810.297
Scheven;-656.407;3322.293
Scheuerfeld WEBA;232.501;3560.309
Scheuerfeld (Sieg);227.7422;3559.113
Scheuen;1783.013;5653.328
Scherl;121.5383;3903.688
Scherfede;1079.35;4367.492
Scheppach;1365.547;1741.633
Schenklengsfeld;1649.196;3585.195
Schenkenzell;583.2285;794.3047
Schemmerberg;1666.114;664.8906
Schelklingen;1592.344;862.9922
Scheiplitz;3067.317;3962.563
Scheidt (Saar);-366.1394;1849.719
Scheibenberg;3819.47;3354.297
Scheggerott;1580.228;7869.34
Scheeßel;1381.139;6194.258
Schechen;3384.445;414.5586
Schattberge;3132.429;5288.969
Scharzfeld;2017.844;4487.535
Scharstorf;3178.502;7136.672
Scharrel;182.7725;6096.152
Scharnebeck;2053.741;6338.254
Scharmede;804.0425;4575.867
Scharfenstein;3913.247;3532.582
Scharbeutz;2192.519;7156.492
Schandelah;2198;5206.758
Schameder;551.6733;3784.516
Schallstadt;119.2231;407.0938
Schalkstetten;1720.163;1133.027
Schalksmühle;26.27075;4061.332
Schalkau Mitte;2476.509;3132.598
Schalkau;2470.025;3137.434
Schalding;4267.765;1203.359
Schalchen;3709.463;578.5625
Schaidt (Pfalz);375.9541;1632.172
Schaftlach;3059.301;256.8555
Schafstall;1884.53;6161.832
Schafstädt;2981.875;4251.52
Schafbrücke;-371.5698;1834
Schacksdorf;4344.047;4574.172
Saulheim;441.3301;2535.797
Saulgrub;2570.475;98.1875
Sauldorf;1121.051;393.2773
Sauerlach;3030.3;454.5742
Saubachtal;2826.301;4044.008
Satzvey;-568.5679;3388.805
Satzkorn;3743.655;5498.969
Sättelstädt;2088.644;3734.469
Satteldorf;1835.083;1766.43
Sassnitz-Mukran/Borchtitz;3981.38;7774.105
Sassnitz-Mukran Gbf (Einfahrgruppe);4007.721;7766.063
Sassnitz-Mukran;4018.095;7759.418
Sassnitz;4050.514;7795.555
Sassenroth;282.8452;3535.719
Sasbach am Kaiserstuhl;21.42139;611.4375
Sarstedt;1624.319;5158.473
Sarnow;3210.804;6188.016
Sarnau;885.8604;3642.813
Sanssouci;269.7813;4180.105
Sanitz (bei Rostock);3258.263;7257.582
Sangerhausen;2642.151;4342.883
Sandwehle;893.1172;7483.848
Sandkrug;549.5425;6072.617
Sandhagen (bei Doberan);2843.888;7215.094
Sandförde;4340.655;6750.563
Sandersleben (Anh);2819.079;4571.059
Sandersdorf (Kr Bitterfeld);3304.553;4532.969
Sanderbusch;395.8872;6576.965
Sandebeck;1039.889;4694.25
Sande;406.4297;6557.305
Sandberge;4012.101;5944.492
Sandbach (Niederbay);4192.232;1208.238
Sand (Niederbay);3740.063;1510.789
Samtens;3836.64;7600.449
Salzwedel-Altstadt;2499.627;5855.164
Salzwedel;2504.608;5872.809
Salzmünde Süd;3008.576;4393.559
Salzkotten;768.9663;4530.723
Salzhemmendorf;1450.967;4969.344
Salzhausen (bei Lüneburg);1826.202;6264.953
Salzgitter-Watenstedt;2011.684;5072.492
Salzgitter-Thiede;2070.288;5107.82
Salzgitter-Ringelheim;1951.979;4946.93
Salzgitter-Lebenstedt;1961.15;5073.344
Salzgitter-Immendorf West;2005.938;5063.418
Salzgitter-Immendorf;2034.59;5073.488
Salzgitter-Engelnstedt;1970.315;5082.109
Salzgitter-Drütte;2047.828;5076.984
Salzgitter-Calbecht;1990.152;5011.734
Salzgitter-Beddingen Hafen;2022.241;5119.047
Salzgitter-Bad;1989.545;4960.594
Salzgitter Walzwerke;2026.004;5086.559
Salzgitter Voßpass;2005.956;4968.5
Salzgitter Hütte Süd;1987.156;5055.035
Salzgitter Hütte Nord;2013.657;5093.75
Salzbergen;-75.02661;5268.57
Salmtal;-500.5134;2608.293
Salmrohr;-486.3269;2616.668
Sallach;3516.887;1405.605
Salem;1272.277;180.3477
Salchendorf (Kr Siegen);354.6064;3558.98
Salach;1591.877;1217.41
Sägmühle;2047.299;1269.395
Sagehorn;1063.996;6102.223
Sagard;4002.284;7800.773
Sachsenheim;1099.033;1519.527
Sachsenhausen (Nordb);3916.708;5838.813
Sachsendorf (bei Calbe);3020.954;4792.188
Sachsen (bei Ansbach);2257.437;1899.445
Sachau;3689.733;4613.395
Saatel;3503.228;7521.758
Saasen;965.6416;3332.891
Saarmund;3869.192;5336.77
Saarlouis Hbf;-585.7527;1950.813
Saarhölzbach;-680.4641;2162.332
Saarburg (Bz Trier);-715.0376;2262.949
Saarbrücken-Burbach Mitte;-446.9912;1852.117
Saarbrücken-Burbach;-439.0801;1850.508
Saarbrücken Rbf;-403.6436;1857.141
Saarbrücken Ost;-394.7932;1836.988
Saarbrücken Messebahnhof;-442.3066;1837.043
Saarbrücken Hbf;-414.5532;1848.844
Saalfeld (Saale);2728.447;3422.438
Saalburg (Taunus);754.395;2988.438
Saal (Donau);3198.449;1493.867
Saadow-Rutzkau;4426.971;4622.75
Ruwer DB;-603.7769;2455.09
Ruthenbeck;2844.509;6649.766
Rüthen;671.2173;4327.594
Rutesheim;1020.448;1327.77
Rüsselsheim Opelwerk;616.2153;2659.848
Rüsselsheim;627.5425;2664.223
Rüsselbach;2660.721;2260.199
Ruschwedel;1421.147;6506.5
Ruschberg;-190.1965;2267.527
Rüppurr Tulpenstraße;612.1338;1530.016
Rüppurr Ostendorfplatz;613.519;1535.582
Rüppurr Battstraße;612.8916;1523.348
Rupprechtstegen;2842.474;2254.988
Ruppertsgrün;3297.528;3359.684
Ruppersdorf;5056.801;3935.078
Runkel;453.4834;3124.992
Runding;3762.569;1870.18
Ründeroth;-29.48267;3787.555
Rümmingen;28.51929;61.79297
Rummenohl;25.67334;4106.363
Rumeln;-566.644;4252.148
Rülzheim Freizeitzentrum;523.0557;1729.789
Rülzheim Bahnhof;530.6455;1741.953
Rullstorf;2068.703;6341.141
Ruine Hardenstein;-130.6997;4267.289
Ruhstorf;4255.844;1022.027
Ruhpolding;3783.269;249.293
Ruhmannsfelden;3967.967;1625.934
Ruhlsdorf-Zerpenschleuse;4106.661;5930.48
Rühlingstetten;2092.127;1560.027
Ruhland;4431.031;4402.469
Rudolstadt-Schwarza;2693.351;3465.617
Rudolstadt (Thür);2700.063;3497.074
Rüdnitz;4178.954;5794.672
Rüdesheim (Rhein);269.3901;2653.715
Rudersdorf (Kr Siegen);444.0947;3610.938
Rudersberg-Oberndorf;1446.89;1441.172
Rudersberg Nord;1439.928;1435.832
Rudersberg;1438.147;1430.938
Rückersdorf (Niederl);4218.563;4513.09
Rückersdorf (Mittelfr);2666.114;2130.66
Rückersbacher Schlucht;1088.879;2695.965
Ruchheim;563.6909;2094.082
Rübeland;2322.261;4639.41
Rövershagen;3167.893;7365.059
Rottweil-Neufra;802.8584;590.9883
Rottweil-Göllsdorf;788.145;625.0547
Rottweil Saline;785.2598;615.6992
Rottweil;781.2148;633.0039
Rottleberode Süd;2405.212;4369.629
Rottleberode Mitte;2401.539;4375.984
Rottleberode;2402.015;4384.949
Rottershausen;1882.032;2863.559
Rottendorf;1789.572;2446.063
Rottenburg (Neckar);1003.683;973.875
Rottenbach;2580.814;3461.684
Rottenacker;1565.156;714.0273
Rott (Inn);3388.863;483.3828
Rothenstein (Saale);2885.609;3651.465
Rothenburg ob der Tauber;1914.112;1986.93
Rothenbürg;3023.853;3054.379
Röthenbach-Steinberg;2676.778;2122.684
Röthenbach-Seespitze;2686.444;2131.328
Röthenbach (Pegnitz);2664.983;2116.953
Röthenbach (Oberpf);3212.252;2297.266
Röthenbach (Allgäu);1765.469;32.02734
Roth;2565.117;1849.578
Rötgesbüttel;2085.612;5369.883
Rotes Haus;3585.445;4427.094
Rotenhain;266.1997;3346.008
Rotenburg an der Fulda;1563.855;3784.027
Rotenburg (Wümme);1309.608;6134.328
Rötenbach (Baden);517.1758;331.5703
Rotenbach;738.7866;1371.848
Rot-Malsch;795.814;1830.75
Rot am See;1799.162;1844.629
Rostock-Torfbrücke;3151.784;7437.938
Rostock-Poppendorf (Werkbf);3202.925;7325.75
Rostock-Marienehe;3062.099;7290
Rostock-Lütten Klein;3050.819;7321.23
Rostock-Lichtenhagen;3054.309;7334.355
Rostock-Kassebohm;3118.439;7255.992
Rostock-Evershagen;3053.701;7302.145
Rostock-Bramow;3069.559;7278.672
Rostock Thierfelder Straße;3075.976;7252.5
Rostock Seehafen Nord;3083.919;7322.938
Rostock Seehafen;3120.396;7293.262
Rostock Parkstraße;3081.308;7261.473
Rostock Holbeinplatz;3075.22;7270.34
Rostock Hbf;3096.373;7254.457
Roßwein;3981.775;3934.914
Roßtal Wegbrücke;2417.81;2017.215
Roßtal;2426.535;2023.25
Roßleben;2747.578;4143.516
Roßlau (Elbe) Gbf;3281.628;4832.953
Roßlau (Elbe);3276.478;4817.285
Roßla;2483.799;4319.402
Roßberg;1637.582;303.1055
Roßbach (Pfalz);53.92578;2205.633
Rösrath-Stümpen;-243.8242;3687.055
Rösrath;-228.5686;3690.453
Röslau;3191.499;2798.82
Rositz Teerverarbeitungswerk;3422.361;3853.535
Rositz;3411.534;3855.555
Rosenwinkel;3290.148;6104.863
Rosenheim-Aicherpark;3358.754;330.0625
Rosenheim Hochschule;3370.303;346.875
Rosenheim;3382.501;329.5703
Rosenhagen;3001.789;6140.184
Rosendahl-Holtwick;-240.2756;4912.125
Rosenbrunnen;805.2598;2163.367
Rosenberg (Baden);1390.07;2069.922
Rosenau (bei Grafenau);4280.836;1514.414
Rosdorf;1681.188;4345.867
Rosbach v d Höhe;836.6104;3003.5
Rosbach (Sieg);67.12866;3567.348
Röntgental;4102.233;5714.328
Rönshausen;1579.286;3206.445
Ronshausen;1647.659;3728.117
Ronnenberg;1493.641;5258.641
Ronneburg (Thür);3287.929;3676.344
Rönkhausen;316.7158;4032.02
Rommerskirchen;-565.1926;3853.848
Rommelshausen;1283.931;1356.438
Rom (Mecki);3004.083;6557.715
Rollhofen;2738.605;2191.535
Rolandseck;-220.6814;3388.875
Roitzsch (Kr Bitterfeld);3310.708;4469.699
Roisdorf West;-355.3435;3528.215
Roisdorf;-348.9888;3527.324
Roigheim;1296.94;1961.957
Rohrsen (bei Nienburg);1208.363;5676.867
Röhrnbach;4363.46;1354.75
Röhrmoos;2860.499;851.2578
Rohrenfeld;2710.539;1275.328
Rohrdorf (Oberbay);3426.662;272.5352
Rohrbach (Saar);-294.4353;1884.699
Rohrbach (Pfalz);422.4014;1716.48
Rohrbach (Oberbay);3681.028;842.4023
Rohrbach (Ilm);2945.931;1155.465
Rohrbach;1556.407;2642.297
Rohr (Thür);2124.652;3318.734
Roggentin;3151.441;7251.02
Rödlitz-Hohndorf;3626.833;3561.332
Rodleben;3259.76;4832.465
Roding;3607.684;1858.074
Rodheim v d Höhe;832.3926;2970.473
Rodgau-Weiskirchen;961.4346;2729.953
Rodgau-Rollwald;939.5005;2659.539
Rodgau-Nieder Roden;954.6626;2668.184
Rodgau-Jügesheim;962.2886;2700.273
Rodgau-Hainhausen;960.1099;2715.938
Rodgau-Dudenhofen;966.2729;2684.129
Rodewitz;4857.875;4042.164
Rodewisch;3455.409;3315.277
Rödermark-Urberach;903.3467;2645.078
Rödermark-Ober Roden;926.5854;2642.313
Röderau;4056.484;4241.023
Rödental Mitte;2509.851;3022.039
Rödental Bbf;2488.436;2993.395
Rödental;2497.239;3013.023
Rodenkirchen (Oldb);686.7222;6455.082
Rodenbach bei Hanau;1056.635;2835.57
Rodenbach (Dillkr);488.6021;3537.434
Röddenau;879.1982;3834.344
Rodalben;53.30542;1835.23
Rockenhausen;195.3535;2265.375
Rockenberg;857.1206;3146.543
Rochsburg;3689.563;3791.07
Rochlitz (Sachs);3707.399;3915.02
Rochau Forsthaus;4193.12;4784.758
Röblingen am See;2902.479;4332.715
Ritze;2541.705;5870.25
Ritterhude;884.6416;6213.348
Ritschenhausen;2062.297;3252.078
Rippberg;1259.613;2254.938
Rinteln Nord;1106.414;5115.82
Rinteln;1101.627;5117.504
Rinnthal;267.8145;1806.609
Rinkerode;146.6987;4730.234
Ringsheim;138.0347;732.5977
Ringleben-Gebesee;2419.96;3918.168
Ringenwalde (bei Templin);4202.706;6175.113
Ringelstein;747.8076;4342.215
Ringel;278.4033;5051.125
Rimbach;872.9082;2258.543
Riffelriss;2546.637;-160.9961
Rietschen;5071.179;4386.242
Rietheim-Weilheim;882.3613;476.5234
Rietheim (Württ);887.6416;493.8281
Riestedt;2701.201;4349.395
Rieste (Kr Bersenbrück);376.9917;5440.055
Rieseby;1579.84;7726.543
Rieschweiler;-36.16577;1844.367
Riesa Hafen;4033.368;4226.09
Riesa;4036.15;4216
Rieneck;1523.585;2776.383
Rielasingen;930.6963;153.4648
Riegel-Malterdingen;134.3362;625.5977
Riegel am Kaiserstuhl Ort;119.7583;627.2578
Riedstadt-Wolfskehlen;684.6543;2513.133
Riedstadt-Goddelau;682.2866;2489.082
Riedrode;686.186;2281.758
Riedlingen;1410.999;619.5391
Riederau;2613.802;451.3125
Rieder (Harz);2547.487;4618.438
Riede (bei Bremen);1010.061;5979.715
Ried;1595.124;3187.863
Riebau;2578.99;5878.234
Rickling;1813.477;7127.859
Richen (bei Eppingen);1003.395;1744.555
Ribnitz-Damgarten West;3286.293;7441.992
Ribnitz-Damgarten Ost;3322.232;7457.188
Rhynern;270.6172;4506.609
Rhöndorf;-216.2549;3419.367
Rheydt-Odenkirchen;-737.2278;3969.625
Rheydt-Geneicken;-729.5051;4007.133
Rheydt Hbf;-741.9766;3996.758
Rheydt Gbf;-745.6538;3986.605
Rhens;66.42114;2993.219
Rheinzabern Rappengasse;518.5654;1690.047
Rheinzabern Bahnhof;519.2197;1697.063
Rheinzabern Alte Römerstraße;518.4766;1683.703
Rheinweiler;-52.61255;133.5625
Rheinsheim;621.165;1815.828
Rheinsberg Stechlinsee;3713.557;6249.723
Rheinsberg (Mark);3659.412;6183.168
Rheinpromenade;-610.1614;4543.457
Rheinkamp;-598.7566;4370.043
Rheinhausen Ost;-534.8894;4255.055
Rheinhausen;-546.0447;4246.859
Rheinfelden (Baden);133.2458;-35.35938
Rheine-Mesum;14.85107;5155.238
Rheine-Kanalhafen;32.34521;5234.32
Rheine Stadtberg;-10.81421;5226.324
Rheine;-18.36987;5214.363
Rheinbrohl;-134.0801;3231.293
Rheinberg (Rheinl) Kreisb;-617.0474;4412.609
Rheinberg (Rheinl);-621.4053;4415.254
Rheinbach Römerkanal;-387.8186;3390.332
Rheinbach;-401.55;3391.207
Rheidt;-322.7249;3572.125
Rheda-Wiedenbrück;558.4985;4740.07
Rhade;-366.4805;4638.383
Reutlingen-Sondelfingen;1224.596;1021.965
Reutlingen-Betzingen;1179.434;1000.57
Reutlingen West;1199.627;997.9102
Reutlingen Hbf;1204.963;1003.113
Reuth (bei Plauen/Vogtl);3145.567;3243.129
Reuth (bei Erbendorf);3291.748;2539.625
Reuterstadt Stavenhagen;3632.759;6866.078
Reust;3282.847;3643.898
Reußen;3225.08;4390.719
Reurieth;2222.834;3196.348
Reuden (Kr Zeitz);3279.954;3953.809
Retzbach-Zellingen;1634.624;2568.918
Rettmer;1971.027;6259.254
Rethen (Leine);1608.393;5216.652
Reppenhagen;2443.249;7070.117
Repke;2083.493;5690.684
Renzendorf;1265.11;3455.938
Rentzschmühle;3284.862;3358.641
Rentwertshausen;2065.78;3188.203
Rentweinsdorf;2347.831;2754.305
Rentrisch;-348.6584;1866.152
Rennsteig;2347.873;3371.914
Renningen Süd;998.8359;1297.125
Renningen;998.6821;1310.398
Rennerod (Westerw);392.8833;3364.75
Rennbahn;4934.609;4488.625
Rennbahn;2925.549;7300.879
Rengen;-491.2695;2939.488
Rendsburg;1486.033;7459.867
Renchen;316.8569;1112.594
Remse;3567.597;3682.391
Remscheid-Lüttringhausen;-178.5801;4041.883
Remscheid-Lennep;-171.698;4011.188
Remscheid-Bliedinghausen;-204.0911;3985.434
Remscheid Hbf;-214.3174;3995.434
Remscheid Güldenwerth;-234.2356;3989.516
Remptendorf;2932.996;3287.273
Remperg-Mühlenau;67.33984;3724.109
Remmighausen (Lippe);984.7168;4799.445
Remagen;-203.4683;3327.773
Reken;-295.9688;4693.168
Reiskirchen (Kr Gießen);927.1187;3336.105
Reisen (Hess);846.3379;2202.367
Reinstetten;1748.231;573.1094
Reinstedt;2684.293;4662.207
Reinsdorf (bei Nebra);2861.743;4147.824
Reinsdorf (bei Artern);2642.754;4190.453
Reinsbüttel;987.126;7322.02
Reinheim (Odenw);932.1035;2484.969
Reinhardsbrunn-Friedrichroda;2148.651;3644.289
Reinfeld (Holst);2032.397;6942.699
Reinbek;1880.106;6581.633
Reilsheim;888.0371;1954
Reil DB;-302.8403;2718.367
Reihen;990.5947;1800.27
Reifland-Wünschendorf;4008.362;3579.07
Reicholzheim;1427.701;2373.008
Reichertshofen (Schwab);2237.157;682.0586
Reichertshausen (Ilm);2904.597;1003.109
Reichersbeuern;3023.488;232.0703
Reichenschwand;2766.377;2160.344
Reichenberg;1706.679;2376.578
Reichenbach Kurpark;662.9536;1471.504
Reichenbach (Vogtl) ob Bf;3377.244;3422.164
Reichenbach (Oberlausitz);5102.678;4094.98
Reichenbach (Fils);1392.103;1237.508
Reichenbach (bei Ettlingen);667.4854;1473.359
Reichenau (Baden);1144.468;103.4023
Reichelsheim (Wetterau);959.8896;3073.055
Reichelsdorfer Keller;2530.07;1989.617
Rehweiler;-80.28125;2110.32
Rehren;1286.151;5305.043
Rehna;2399.376;6890.008
Rehmsdorf;3306.561;3900.68
Rehfelde;4385.806;5598.027
Rehfeld (bei Falkenberg/Elster);3926.414;4510.898
Rehau;3210.377;2994.488
Rehagen-Klausdorf;4044.595;5170.473
Regis-Breitingen;3448.407;3932.445
Regenstauf;3328.526;1743.082
Regensburg-Wutzlhofen;3338.594;1673.539
Regensburg-Prüfening (NRH);3278.475;1618.059
Regensburg-Prüfening;3278.514;1619.449
Regensburg-Burgweinting Hp;3352.099;1595.652
Regensburg Walhallastraße;3339.264;1643.18
Regensburg Ost;3343.619;1608.688
Regensburg Hbf;3315.329;1619.516
Regensburg Bayernhafen;3352.976;1625.609
Regen;4075.628;1608.043
Redwitz (Rodach);2624.84;2883.492
Rednitzhembach;2549.21;1918.883
Reddelich;2912.677;7253.203
Reckweilerhof;45.6792;2246.574
Recklinghausen-Suderwich;-144.23;4474.332
Recklinghausen Süd;-200.5632;4428.984
Recklinghausen Ost;-182.8738;4465.863
Recklinghausen Hbf;-194.3647;4486.148
Reckenfeld;65.08643;5057.828
Reckendorf;2362.53;2709.355
Recke;172.4185;5305.98
Reckahn;3467.721;5331.172
Rechterfeld;638.894;5831.488
Rechtenstein;1458.658;717.3828
Rechenberg;4266.228;3587.148
Rech;-344.3938;3264.043
Rebdorf-Hofmühle;2639.181;1463.535
Ravensburg;1503.491;210.7891
Ravensbrück;3827.411;6306.789
Rautenkranz;3528.207;3246.598
Rauschenthal;3865.389;3924.594
Raunheim;658.1479;2684.297
Raun;3395.791;3012.957
Raumland-Markhausen;606.897;3822.699
Rauenstein (Thür);2504.823;3151.605
Raubling;3378.563;261.2695
Raubach;76.36841;3323.555
Rätzlingen;2494.24;5372.277
Ratzeburg;2198.704;6798.418
Ratingen West;-457.5076;4138.805
Ratingen Ost;-440.1697;4133.391
Rathmannsdorf (Kr Staßfurt);2861.088;4726.793
Rathmannsdorf (Kr Pirna);4653.856;3829.008
Rathenow Nord;3316.43;5634.91
Rathenow;3320.825;5616.598
Ratekau;2193.536;7080.539
Rastow;2662.581;6546.391
Rastede;508.9844;6284.422
Rastatt Beinle;480.5176;1399.215
Rastatt;474.3315;1408.777
Raschau;3771.325;3336.645
Rappelsdorf;2268.752;3242.082
Ranstadt;1036.607;3069.773
Ransbach (Westerw);148.3999;3198.332
